effective_from,product,price_pkr_per_litre,change
2026-03-21,jp1,471.47,83.46
2026-03-21,ldo,343.59,41.07
2026-03-21,petrol,321.17,0.0
2026-03-21,sko,428.74,70.73
2026-03-28,hsd,335.86,0.0
2026-03-28,jp1,476.97,5.5
2026-03-28,ldo,365.62,22.03
2026-03-28,petrol,321.17,0.0
2026-03-28,sko,433.4,4.66
2026-04-03,hsd,520.35,184.49
2026-04-03,jp1,517.17,40.2
2026-04-03,ldo,395.03,29.41
2026-04-03,petrol,458.41,137.24
2026-04-03,sko,467.48,34.08
2026-04-04,hsd,520.35,0.0
2026-04-04,jp1,517.17,0.0
2026-04-04,ldo,395.03,0.0
2026-04-04,petrol,378.41,-80.0
2026-04-04,sko,467.48,0.0
2026-04-11,hsd,385.54,-134.81
2026-04-11,jp1,494.69,-22.48
2026-04-11,ldo,369.72,-25.31
2026-04-11,petrol,366.58,-11.83
2026-04-11,sko,450.15,-17.33
2026-04-18,hsd,353.42,-32.12
2026-04-18,jp1,471.01,-23.68
2026-04-18,ldo,299.32,-70.4
2026-04-18,petrol,366.58,0.0
2026-04-18,sko,428.81,-21.34
2026-04-25,hsd,380.19,26.77
2026-04-25,jp1,396.31,-74.7
2026-04-25,ldo,270.51,-28.81
2026-04-25,petrol,393.35,26.77
2026-04-25,sko,365.21,-63.6
2026-05-01,hsd,399.58,19.39
2026-05-01,jp1,388.55,-7.76
2026-05-01,ldo,287.54,17.03
2026-05-01,petrol,399.86,6.51
2026-05-01,sko,360.76,-4.45
2026-05-09,hsd,414.58,15.0
2026-05-09,jp1,441.66,53.11
2026-05-09,ldo,265.84,-21.7
2026-05-09,petrol,414.78,14.92
2026-05-09,sko,318.96,-41.8
2026-05-16,hsd,409.58,-5.0
2026-05-16,jp1,330.22,-111.44
2026-05-16,ldo,273.92,8.08
2026-05-16,petrol,409.78,-5.0
2026-05-16,sko,311.73,-7.23
2026-05-23,hsd,402.78,-6.8
2026-05-23,jp1,332.32,2.1
2026-05-23,ldo,275.54,1.62
2026-05-23,petrol,403.78,-6.0
2026-05-23,sko,313.44,1.71
2026-05-30,hsd,380.78,-22.0
2026-05-30,jp1,283.52,-48.8
2026-05-30,ldo,244.93,-30.61
2026-05-30,petrol,381.78,-22.0
2026-05-30,sko,272.0,-41.44
2026-06-06,hsd,380.78,0.0
2026-06-06,jp1,283.52,0.0
2026-06-06,ldo,249.6,4.67
2026-06-06,petrol,377.78,-4.0
2026-06-06,sko,280.7,8.7
2026-06-13,hsd,378.78,-2.0
2026-06-13,jp1,295.84,12.32
2026-06-13,ldo,244.75,-4.85
2026-06-13,petrol,373.78,-4.0
2026-06-13,sko,282.19,1.49
2026-06-20,hsd,311.47,-67.31
2026-06-20,jp1,238.87,-56.97
2026-06-20,ldo,199.98,-44.77
2026-06-20,petrol,299.5,-74.28
2026-06-20,sko,233.9,-48.29
2026-06-27,hsd,311.47,0.0
2026-06-27,jp1,231.72,-7.15
2026-06-27,ldo,192.43,-7.55
2026-06-27,petrol,299.5,0.0
2026-06-27,sko,227.05,-6.85
2026-07-04,hsd,309.5,-1.97
2026-07-04,jp1,237.97,6.25
2026-07-04,ldo,195.48,3.05
2026-07-04,petrol,297.53,-1.97
2026-07-04,sko,231.14,4.09
2026-07-11,hsd,323.3,13.8
2026-07-11,jp1,251.2,13.23
2026-07-11,ldo,205.22,9.74
2026-07-11,petrol,310.71,13.18
2026-07-11,sko,242.33,11.19
